Review,Rating,Words,Palform
"I had to pay full fare for 50/60% of the destination when the reason for ending the ride was driver's vehicle fault. Pathao promotes safety but they enroll faulty vehicle and does not offer reasonable compensation to customers when things go south. This policy certainly benefits them as a middle man because they can take more money from the driver as commission (20/30% of the total fare) when customers are forced to pay the full amount. Why not, right? Because it's all about business.",Partially FALSE,86,PATHAO
Every single time the amount of the ride increases due to a slight traffic from the amount it shows while confirming the trip. For instance i confirmed the ride for 200tk after completing the ride it will show 300+ why is that????? It is so annoying and pressure for those who doesn't even have ample amount of money in hand -_-,Partially FALSE,60,PATHAO
Pathao pay later option is a mess. Even riders take money from me as cash but didn't mention about pathao pay later which is activated by no one's will. I mailed again and again for help in this issue but they did reply me but issue remain unsolved. Even pathao tried to question my authenticity of this issue inspite of providing enough evidence. Pathao riders are also rude and careless sometimes. Their service is falling day by day. I am uninstalling the app untill they solve these problems.,Partially FALSE,88,PATHAO
"Driver always switch request and searching driver, I talked to drivers, they said phthao charged 25% so that they cannot effort pathao Now, YouTube showing a advertisement ""masud"" This is meaningless . Please decrease your commission ok I am not driver as a well-wisher Less commission and less your meaningless ad. Expenses",Partially FALSE,51,PATHAO
Promo code discount applies on my price but the price is seen on rider's without promo code discount. Please work on that.,Partially FALSE,22,PATHAO
"This app steals user data. It asks for location access in app and then the android menu asks for sms and contacts access as well. It's just outrageous. I'm feeling extremely bad thinking that all of my contacts and sms are saved on their server right at this moment. Nonetheless, I've uninstalled this app. If the developers are reading this comment then I have only one thing to say. What you did in the app was the worst thing you can do with a consumer. You just lost our trust.",Partially FALSE,90,PATHAO
"It's quiet good online platform for delicious and hygienic food. More ever, it provides you alluring discount on purchases.",Partially FALSE,19,PATHAO
Always allocates a driver in the opposite side of the city when there is a close on literally 10 steps away.,Partially FALSE,21,PATHAO
"Not much more aesthetic and there is something missing, could be enrich the usability. Also would like to take action, whenever I order anything from food option, each time delivery men calls me, Is it confirm or not and asks location address whereas I have already set up the address. And it would be great if the delivery person location track show up.",Partially FALSE,63,PATHAO
Too much unwanted notification popping on my screen,Partially FALSE,8,PATHAO
"The price is GETTING THICKER DAY BY DAY and SECOND BY SECOND. I just booked a ride and had to cancel because he was roaming around somewhere else and the price was 116, after that i booked a ride from the same spot to the same location and the price changed to 140 in a few seconds?!! You might say ""surge was applied"", but the thing is, both prices had surges applied to it. THATS NOT FAIR GUYS. CMON!!!",Partially FALSE,79,PATHAO
"Rider not accepting the ride, poor riding quality, not finding vehicles quickly, poor navigation quality of rider.useless app",Partially FALSE,18,PATHAO
"Captains are so reluctant to cancel the ride requests. even when they accept request almost 99% driver ask for pick up location and 100% driver ask for where the destination is! Again if they Don't like The destination they cancel the request without any hesitation. 80% drivers ask whether i will pay cash or digital and when I say i'll pay via digital, again 60% of them simply cancel the ride request. These all result to longer waiting time and eventually negative customer experinece.",Partially FALSE,84,PATHAO
"Not a good service. Had a very worst experience , I booked and the rider was unreachable. The connection was not good and most the rider was getting irrated. I mean what the hell was that, we are the customers and you must be hospitable. Maybe some are new in the city so they can't find the location at least the rider can help with it without getting irrated.. I think it's totally unacceptable.",Partially FALSE,73,PATHAO
"Worst Experience. One day, at the starting time of travelling the amount shown 365 but at the end of same destination, it was automatically been 420 and then the rider asked me to give him 500 due to have my bag. After complaining to the pathau office, they didn't even respond. So thank u, I don't use it anymore",Partially FALSE,59,PATHAO
"In Nepal, pathao's Taxi fare is double than indicated by the Government.😢Nowdays its better for us to take normal taxi rather than wasting too much money on pathao..",Partially FALSE,28,PATHAO
This app is actively scamming people.showing one price at first then another during the end.happened multiple times.no replay till now.reported to police for fraud but they didn't care😒,Partially FALSE,28,PATHAO
